machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,3,1,1.03,2.5982870474927456e-06,9.4,5.8,4.3,5.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,1,0,0.9,2.4247374071110245e-06,8.7,5.2,4.1,7.56
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,2,0,1.03,2.5962937950999017e-06,9.3,5.3,4.0,5.86
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,3,0,0.94,2.483711799944659e-06,8.9,5.8,4.3,6.31
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,1,0,0.64,2.096961522632214e-06,7.5,3.4,2.7,7.37
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,2,0,0.64,2.095981136965952e-06,7.5,2.8,2.1,6.09
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,3,0,0.66,2.122474335390766e-06,7.6,3.3,2.6,7.25
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,1,64,7.14,1.3814763339684255e-05,49.7,41.5,29.4,5.95
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,2,64,7.18,1.3952629192399182e-05,50.2,42.1,29.7,5.93
Pi5,SmolLM2-1.7B,Q4_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,3,64,7.23,1.3962443756337075e-05,50.3,40.5,28.2,5.7
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,1,0,0.96,2.5056656277200537e-06,9.0,6.2,4.8,6.72
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,2,0,0.95,2.4977396994998146e-06,9.0,6.2,4.7,6.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,3,0,0.94,2.4802135855908047e-06,8.9,6.5,5.1,7.19
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,1,64,7.29,1.424395806442213e-05,51.3,41.8,29.1,5.78
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,2,64,7.29,1.4267482849778018e-05,51.4,40.6,28.3,5.68
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,3,64,7.4,1.437296121900316e-05,51.7,41.7,28.9,5.73
Pi5,SmolLM2-1.7B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,1,0,1.03,2.599686699277614e-06,9.4,5.8,4.4,6.38
Pi5,SmolLM2-1.7B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,2,0,0.93,2.4704719401671964e-06,8.9,6.8,5.3,7.46
Pi5,SmolLM2-1.7B,Q4_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,3,0,0.93,2.473200506944775e-06,8.9,6.1,4.8,6.72
Pi5,SmolLM2-1.7B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,1,0,1.06,2.6419461412553724e-06,9.5,6.0,4.5,6.52
Pi5,SmolLM2-1.7B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,2,0,1.07,2.6569092252245957e-06,9.6,7.0,5.5,7.69
Pi5,SmolLM2-1.7B,Q4_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,3,0,1.06,2.6480754459553412e-06,9.5,6.0,4.5,6.57
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,1,0,2.04,7.811267844242249e-06,28.1,14.5,11.5,7.55
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,2,0,2.04,7.760856227078103e-06,27.9,14.6,11.6,7.56
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the sentence in the given paragraph that contains all the given words.
Words: happiness, life, strive 
Paragraph:
Living your best life means striving for happiness in all aspects of life. Happiness can be found in the small daily moments, but also through being content with what you have. You don’t need to struggle to be content. You just need to shift how you look at life in order to see the beauty that already exists.",long,433,64,3,0,2.04,7.714517931298148e-06,27.8,13.2,10.5,7.26
Pi5,SmolLM2-1.7B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,1,0,0.73,2.212134427666216e-06,8.0,4.3,3.2,6.33
Pi5,SmolLM2-1.7B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,2,0,0.72,2.1948117156674823e-06,7.9,4.4,3.4,6.39
Pi5,SmolLM2-1.7B,Q4_K_M,"Frame a one-sentence hypothesis given the following information.
The goal of the study is to analyze the impact of online learning platforms on student performance.",long,164,64,3,0,0.8,2.3056992811675626e-06,8.3,3.9,2.9,5.77
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,1,0,0.79,2.283487090277251e-06,8.2,5.0,3.9,7.28
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,2,0,0.81,2.3181908190552146e-06,8.3,3.9,2.8,5.62
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify if the given sentence is a rhetorical question or not. Output 1 for rhetorical question, and 0 for not.
Are you out of your mind?",long,138,64,3,0,0.77,2.269041871184337e-06,8.2,5.2,4.2,7.65
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,1,0,0.83,2.3388708173979836e-06,8.4,4.6,3.6,6.7
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,2,0,0.83,2.34658205663923e-06,8.4,4.7,3.8,6.9
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a short news article summarizing the following information.
A new report from the World Health Organization suggests that mental health in adolescents is declining due to increased social media and technology use.",long,220,64,3,0,0.83,2.340309663237715e-06,8.4,4.3,3.2,6.22
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,256,1,0,0.2,1.5304159257224355e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,256,2,0,0.17,1.4970372422954758e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Does cognitive empathy exist?,court,29,256,3,0,0.19,1.5255854494170226e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,256,1,256,26.22,4.812859132926798e-05,173.3,146.9,100.5,5.63
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,256,2,256,26.16,4.804948582680111e-05,173.0,151.6,105.1,5.82
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a movie review,court,23,256,3,256,26.24,4.85080207301259e-05,174.6,152.0,105.8,5.83
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,256,1,0,0.26,1.609607601888153e-06,5.8,0.7,0.4,3.12
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,256,2,0,0.21,1.5532546435830843e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Identify popular dishes in Mexico.,court,34,256,3,0,0.26,1.6069264619253765e-06,5.8,0.7,0.3,2.94
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,256,1,0,0.25,1.6030631487456237e-06,5.8,1.6,1.2,7.28
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,256,2,0,0.27,1.6294603581378478e-06,5.9,1.6,1.2,6.77
Pi5,SmolLM2-1.7B,Q4_K_M,What is unique about a hyperbole?,court,33,256,3,0,0.25,1.6004459143303232e-06,5.8,1.7,1.3,7.45
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,256,1,5,0.71,2.1932160750631992e-06,7.9,3.4,2.2,4.89
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,256,2,5,0.71,2.181748700277088e-06,7.9,3.7,2.4,5.36
Pi5,SmolLM2-1.7B,Q4_K_M,Write an emergency response plan,court,32,256,3,5,0.71,2.187022678611407e-06,7.9,3.6,2.4,5.28
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,256,1,0,0.26,1.6087433018891112e-06,5.8,0.8,0.4,3.47
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,256,2,0,0.21,1.5533642405406403e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Generate a quiz about physics.,court,30,256,3,0,0.26,1.610066566370529e-06,5.8,1.1,0.8,4.69
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,256,1,0,0.21,1.5543737808337837e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,256,2,0,0.26,1.6068669236223653e-06,5.8,0.7,0.3,2.9
Pi5,SmolLM2-1.7B,Q4_K_M,Develop a metaphor for hope.,court,28,256,3,0,0.21,1.554556599438149e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,1,7,1.09,2.6783966665018162e-06,9.6,5.7,4.0,5.67
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,2,7,1.1,2.6858247375436376e-06,9.7,5.8,4.2,6.4
Pi5,SmolLM2-1.7B,Q4_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,256,3,7,1.1,2.6913303004063426e-06,9.7,4.9,3.3,5.36
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,256,1,0,0.19,1.5246588963895597e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,256,2,0,0.17,1.499038573827236e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the primary colors.,court,28,256,3,0,0.19,1.5268907698315073e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,256,1,0,0.26,1.607872887899889e-06,5.8,1.4,0.9,5.93
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,256,2,0,0.27,1.6257129483908281e-06,5.9,1.3,0.9,5.82
Pi5,SmolLM2-1.7B,Q4_K_M,Name two first aid treatments for a cut.,court,40,256,3,0,0.25,1.6035586337508388e-06,5.8,1.7,1.4,7.44
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,256,1,0,0.28,1.6412298486009897e-06,5.9,1.5,1.1,6.52
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,256,2,0,0.27,1.6295638581998799e-06,5.9,1.6,1.1,6.79
Pi5,SmolLM2-1.7B,Q4_K_M,Write one sentence about handwashing.,court,37,256,3,0,0.27,1.6198581427777551e-06,5.8,1.9,1.5,8.19
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,256,1,0,0.19,1.5202492833893e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,256,2,0,0.17,1.503178442833451e-06,5.4,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Who is Samantha Andrews?,court,24,256,3,0,0.19,1.5292068617214782e-06,5.5,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,256,1,0,0.27,1.6183077121621198e-06,5.8,1.5,1.1,6.62
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,256,2,0,0.27,1.6315708287379769e-06,5.9,1.5,1.1,6.33
Pi5,SmolLM2-1.7B,Q4_K_M,What year did WW2 start?,court,24,256,3,0,0.26,1.6119370115005345e-06,5.8,1.7,1.3,7.51
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,256,1,0,0.27,1.6240549267960022e-06,5.8,1.5,1.1,6.38
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,256,2,0,0.25,1.6032848359450833e-06,5.8,1.4,1.0,6.18
Pi5,SmolLM2-1.7B,Q4_K_M,Give 10 features of the sun.,court,28,256,3,0,0.27,1.6255324188787984e-06,5.9,1.3,0.9,5.48
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,256,1,0,0.22,1.5591980279992236e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,256,2,0,0.26,1.6070348693327408e-06,5.8,1.2,0.9,5.42
Pi5,SmolLM2-1.7B,Q4_K_M,Write a mock newspaper headline.,court,32,256,3,0,0.22,1.559454009778013e-06,5.6,0.0,0.0,0.0
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,256,1,0,0.41,1.8000525681665447e-06,6.5,1.4,1.1,6.21
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,256,2,0,0.41,1.8074156760005484e-06,6.5,1.7,1.4,7.49
Pi5,SmolLM2-1.7B,Q4_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,256,3,0,0.41,1.7984999306746183e-06,6.5,1.5,1.1,6.32
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,256,1,256,26.77,4.9701178690626224e-05,178.9,154.7,107.2,5.81
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,256,2,256,26.79,4.9698897459516896e-05,178.9,155.8,108.5,5.84
Pi5,SmolLM2-1.7B,Q4_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,256,3,256,26.78,4.964575288135409e-05,178.7,156.0,108.8,5.85
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,256,1,0,0.4,1.7940592885453753e-06,6.5,1.5,1.1,6.49
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,256,2,0,0.4,1.7882619198334295e-06,6.4,1.7,1.4,7.58
Pi5,SmolLM2-1.7B,Q4_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,256,3,0,0.54,1.9788429959039826e-06,7.1,2.5,1.8,5.55
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,256,1,0,0.75,2.2384444357671158e-06,8.1,3.9,2.9,5.75
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,256,2,0,0.73,2.218703523431282e-06,8.0,4.8,3.8,7.06
Pi5,SmolLM2-1.7B,Q4_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,256,3,0,0.73,2.2090181082223554e-06,8.0,3.2,2.5,7.02
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,256,1,4,0.83,2.337993273837365e-06,8.4,4.4,3.3,6.44
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,256,2,4,0.81,2.318917335278406e-06,8.3,4.1,3.0,5.89
Pi5,SmolLM2-1.7B,Q4_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,256,3,4,0.82,2.3292111797826242e-06,8.4,4.1,3.0,6.03
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,256,1,0,0.32,1.6949073888827072e-06,6.1,1.2,0.8,5.1
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,256,2,0,0.33,1.6985399396672215e-06,6.1,1.2,0.8,5.27
Pi5,SmolLM2-1.7B,Q4_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,256,3,0,0.3,1.662040926222087e-06,6.0,1.8,1.4,7.87
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,256,1,0,0.76,2.248058506944694e-06,8.1,4.9,3.8,7.13
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,256,2,0,0.75,2.2332992270386155e-06,8.0,4.2,3.2,6.08
Pi5,SmolLM2-1.7B,Q4_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,256,3,0,0.76,2.2559500883940104e-06,8.1,5.0,3.9,7.29
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,1,11,1.56,3.986172791100629e-06,14.4,8.1,5.8,6.0
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,2,11,1.55,3.96903351094839e-06,14.3,8.3,6.0,6.13
Pi5,SmolLM2-1.7B,Q4_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,256,3,11,1.56,3.995389559123009e-06,14.4,8.5,6.0,5.82
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,1,0,0.61,2.0618195831112746e-06,7.4,3.3,2.5,7.06
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,2,0,0.6,2.0427366659068346e-06,7.4,3.2,2.4,7.05
Pi5,SmolLM2-1.7B,Q4_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,256,3,0,0.61,2.0537771355570295e-06,7.4,3.1,2.3,6.68
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,1,2,0.54,1.96417985489723e-06,7.1,2.7,2.0,5.88
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,2,2,0.51,1.9374310723666737e-06,7.0,3.0,2.2,6.45
Pi5,SmolLM2-1.7B,Q4_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,256,3,2,0.58,2.021861511347252e-06,7.3,2.6,2.0,5.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,1,0,0.51,1.931903237004602e-06,7.0,3.2,2.5,6.93
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,2,0,0.49,1.910592254867617e-06,6.9,3.2,2.5,6.92
Pi5,SmolLM2-1.7B,Q4_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,256,3,0,0.58,2.020189110889229e-06,7.3,2.3,1.6,5.14
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,1,256,26.45,4.90344890395282e-05,176.5,150.3,103.2,5.69
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,2,256,26.4,4.856009509314983e-05,174.8,151.8,104.7,5.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,256,3,256,26.48,4.909181206355404e-05,176.7,153.9,106.7,5.83
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,1,0,0.43,1.827655564634161e-06,6.6,1.4,1.1,6.08
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,2,0,0.42,1.8159202122226107e-06,6.5,1.8,1.4,7.84
Pi5,SmolLM2-1.7B,Q4_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,256,3,0,0.42,1.8125719500102448e-06,6.5,1.6,1.2,6.93
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,256,1,0,0.33,1.7061822348537476e-06,6.1,1.4,1.0,6.18
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,256,2,0,0.32,1.6841157233325249e-06,6.1,1.9,1.6,8.54
Pi5,SmolLM2-1.7B,Q4_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,256,3,0,0.34,1.716990958029819e-06,6.2,1.2,0.8,5.1
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,1,0,0.35,1.7280681399447532e-06,6.2,1.2,0.9,5.37
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,2,0,0.32,1.6889987266011152e-06,6.1,1.6,1.2,6.93
Pi5,SmolLM2-1.7B,Q4_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,256,3,0,0.36,1.7416616956509536e-06,6.3,1.5,1.1,6.48
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,1,256,27.14,4.980516157055906e-05,179.3,157.7,110.0,5.84
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,2,256,27.15,4.973379519508664e-05,179.0,154.9,106.8,5.71
Pi5,SmolLM2-1.7B,Q4_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,256,3,256,27.11,4.990124839955292e-05,179.6,155.2,107.4,5.76
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,1,256,27.18,5.0072941897204774e-05,180.3,159.7,111.8,5.91
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,2,256,27.22,4.987354658602392e-05,179.5,158.1,109.8,5.85
Pi5,SmolLM2-1.7B,Q4_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,256,3,256,27.52,5.0795269655448026e-05,182.9,159.0,111.1,5.8
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,1,0,0.64,2.1032683066663497e-06,7.6,3.3,2.6,7.18
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,2,0,0.64,2.093869573110371e-06,7.5,3.2,2.5,7.0
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,256,3,0,0.64,2.0988900012732164e-06,7.6,3.2,2.5,7.05
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,1,1,1.0,2.5615554704569885e-06,9.2,5.5,4.1,6.03
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,2,1,1.04,2.607571471113026e-06,9.4,6.0,4.6,6.53
Pi5,SmolLM2-1.7B,Q4_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,256,3,1,1.03,2.5938993238938273e-06,9.3,6.7,5.2,6.66
Pi5,SmolLM2-1.7B,Q4_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,256,1,0,0.91,2.442370996277987e-06,8.8,5.2,4.0,6.7
